'jin'bi 金币
'guo'qi'qi'bing'suo'zi'kai 过期骑兵锁子铠
'guo'qi'hei'tie'xiong'jia 过期黑铁胸甲
'guo'qi'ya'ma'duan'shang'yi 过期亚麻短上衣
'feng'hua'ruan'jia'ku 风化软甲裤
'feng'hua'ma'ku 风化马裤
'feng'hua'ku'wa 风化裤袜
'feng'hua'ji'xi'ku 风化及膝裤
'feng'hua'kua'ku 风化垮裤
'feng'hua'jin'shen'ku 风化紧身裤
'guo'qi'cao'bu'ma'ku 过期草布马裤
'guo'qi'cao'bu'ku'wa 过期草布裤袜
'guo'qi'cao'bu'gong'zuo'ku 过期草布工作裤
'guo'qi'cao'bu'jin'shen'ku 过期草布紧身裤
'guo'qi'cao'bu'mu'yang'ku 过期草布牧羊裤
'guo'qi'mian'bu'ma'ku 过期棉布马裤
'guo'qi'mian'bu'ku'wa 过期棉布裤袜
'guo'qi'mian'bu'gong'zuo'ku 过期棉布工作裤
'guo'qi'mian'bu'jin'shen'ku 过期棉布紧身裤
'guo'qi'yang'pi'ji'xi'ku 过期羊皮及膝裤
'guo'qi'yang'pi'duan'qun 过期羊皮短裙
'guo'qi'mian'bu'mu'yang'ku 过期棉布牧羊裤
'guo'qi'cao'bu'ruan'jia'ku 过期草布软甲裤
'guo'qi'mian'bu'tui'tao 过期棉布腿套
'guo'qi'fan'bu'ma'ku 过期帆布马裤
'guo'qi'fan'bu'ku'wa 过期帆布裤袜
'guo'qi'fan'bu'gong'zuo'ku 过期帆布工作裤
'guo'qi'du'du'niao'pi'ji'xi'ku 过期渡渡鸟皮及膝裤
'guo'qi'du'du'niao'pi'duan'qun 过期渡渡鸟皮短裙
'guo'qi'fan'bu'mu'yang'ku 过期帆布牧羊裤
'guo'qi'mian'bu'ruan'jia'ku 过期棉布软甲裤
'guo'qi'fan'bu'tui'tao 过期帆布腿套
'guo'qi'fan'bu'da'di'ku 过期帆布打底裤
'guo'qi'mian'rong'ma'ku 过期棉绒马裤
'guo'qi'mian'rong'ku'wa 过期棉绒裤袜
'guo'qi'mian'rong'jin'shen'ku 过期棉绒紧身裤
'guo'qi'niu'pi'ji'xi'ku 过期牛皮及膝裤
'guo'qi'niu'pi'duan'qun 过期牛皮短裙
'guo'qi'fan'bu'ruan'jia'ku 过期帆布软甲裤
'guo'qi'mian'rong'tui'tao 过期棉绒腿套
'guo'qi'mian'rong'da'di'ku 过期棉绒打底裤
'guo'qi'jiao'you'ji'xi'ku 过期焦油及膝裤
'guo'qi'jiao'you'ruan'jia'ku 过期焦油软甲裤
'guo'qi'ya'ma'da'di'ku 过期亚麻打底裤
'feng'hua'nai're'shou'tao 风化耐热手套
'feng'hua'ban'zhi'shou'tao 风化半指手套
'feng'hua'gong'zuo'shou'tao 风化工作手套
'feng'hua'ban'zhi'hu'shou 风化半指护手
'guo'qi'yang'pi'hu'wan 过期羊皮护腕
'guo'qi'cao'bu'ban'zhi'shou'tao 过期草布半指手套
'guo'qi'yang'pi'nai're'shou'tao 过期羊皮耐热手套
'guo'qi'cao'bu'gong'zuo'shou'tao 过期草布工作手套
'guo'qi'yang'pi'ban'zhi'hu'shou 过期羊皮半指护手
'guo'qi'yang'pi'bi'jia 过期羊皮臂甲
'guo'qi'qing'tong'lian'zhi'shou'kai 过期青铜连指手铠
'guo'qi'du'du'niao'pi'hu'wan 过期渡渡鸟皮护腕
'guo'qi'mian'bu'ban'zhi'shou'tao 过期棉布半指手套
'guo'qi'yang'pi'hu'bi 过期羊皮护臂
'guo'qi'du'du'niao'pi'bi'jia 过期渡渡鸟皮臂甲
'guo'qi'mian'bu'gong'zuo'shou'tao 过期棉布工作手套
'guo'qi'du'du'niao'pi'ban'zhi'hu'shou 过期渡渡鸟皮半指护手
'guo'qi'mian'bu'gong'shu'shou'tao 过期棉布弓术手套
'guo'qi'du'du'niao'pi'lian'zhi'shou'tao 过期渡渡鸟皮连指手套
'guo'qi'qiang'hua'qing'tong'lian'zhi'shou'kai 过期强化青铜连指手铠
'guo'qi'niu'pi'hu'wan 过期牛皮护腕
'guo'qi'fan'bu'ban'zhi'shou'tao 过期帆布半指手套
'guo'qi'du'du'niao'pi'hu'bi 过期渡渡鸟皮护臂
'guo'qi'niu'pi'nai're'shou'tao 过期牛皮耐热手套
'guo'qi'fan'bu'gong'zuo'shou'tao 过期帆布工作手套
'guo'qi'fan'bu'gong'shu'shou'tao 过期帆布弓术手套
'guo'qi'niu'pi'lian'zhi'shou'tao 过期牛皮连指手套
'guo'qi'fan'bu'duan'shou'tao 过期帆布短手套
'guo'qi'niu'pi'bi'jia 过期牛皮臂甲
'guo'qi'hei'tie'lian'zhi'shou'kai 过期黑铁连指手铠
'guo'qi'ju'chan'chu'pi'ding'hu'wan 过期巨蟾蜍皮钉护腕
'guo'qi'mian'rong'ban'zhi'shou'tao 过期棉绒半指手套
'guo'qi'jia'hou'nai're'shou'tao 过期加厚耐热手套
'guo'qi'qing'tong'shou'kai 过期青铜手铠
'guo'qi'jian'shou'gong'shu'shou'tao 过期箭手弓术手套
'guo'qi'ju'chan'chu'pi'lian'zhi'shou'tao 过期巨蟾蜍皮连指手套
'guo'qi'mian'rong'duan'shou'tao 过期棉绒短手套
'guo'qi'huang'tong'bi'jia 过期黄铜臂甲
'guo'qi'qiang'hua'hei'tie'lian'zhi'shou'kai 过期强化黑铁连指手铠
'guo'qi'hei'tie'shou'kai 过期黑铁手铠
'guo'qi'ya'ma'duan'shou'tao 过期亚麻短手套
'feng'hua'ya'zui'xue 风化鸭嘴靴
'feng'hua'mu'xie 风化木鞋
'feng'hua'jian'tou'xue 风化尖头靴
'feng'hua'pi'xue 风化皮靴
'feng'hua'shou'lie'xue 风化狩猎靴
'feng'hua'zhang'tong'xue 风化长筒靴
'guo'qi'yang'pi'cao'bu'ya'zui'xue 过期羊皮草布鸭嘴靴
'guo'qi'liu'an'mu'liang'xie 过期柳桉木凉鞋
'guo'qi'yang'pi'pi'xue 过期羊皮皮靴
'guo'qi'liu'an'mu'xie 过期柳桉木鞋
'guo'qi'yang'pi'zhang'tong'xue 过期羊皮长筒靴
'guo'qi'yang'pi'gong'zuo'xue 过期羊皮工作靴
'guo'qi'yang'pi'bian'xie 过期羊皮便鞋
'guo'qi'yang'pi'jian'tou'xue 过期羊皮尖头靴
'guo'qi'liu'an'mu'tuo'xie 过期柳桉木拖鞋
'guo'qi'yang'pi'shou'lie'xue 过期羊皮狩猎靴
'guo'qi'yang'pi'hu'tui 过期羊皮护腿
'guo'qi'yang'pi'mian'bu'ya'zui'xue 过期羊皮棉布鸭嘴靴
'guo'qi'du'du'niao'pi'pi'xue 过期渡渡鸟皮皮靴
'guo'qi'yang'pi'zhan'xue 过期羊皮战靴
'guo'qi'feng'mu'mu'xie 过期枫木木鞋
'guo'qi'du'du'niao'pi'zhang'tong'xue 过期渡渡鸟皮长筒靴
'guo'qi'du'du'niao'pi'gong'zuo'xue 过期渡渡鸟皮工作靴
'guo'qi'du'du'niao'pi'bian'xie 过期渡渡鸟皮便鞋
'guo'qi'du'du'niao'pi'jian'tou'xue 过期渡渡鸟皮尖头靴
'guo'qi'liu'mu'mu'tuo'xie 过期柳木木拖鞋
'guo'qi'du'du'niao'pi'shou'lie'xue 过期渡渡鸟皮狩猎靴
'guo'qi'hu'tao'mu'liang'xie 过期胡桃木凉鞋
'guo'qi'niu'pi'pi'xue 过期牛皮皮靴
'guo'qi'du'du'niao'pi'zhan'xue 过期渡渡鸟皮战靴
'guo'qi'yu'mu'mu'xie 过期榆木木鞋
'guo'qi'niu'pi'zhang'tong'xue 过期牛皮长筒靴
'guo'qi'niu'pi'zhang'xue 过期牛皮长靴
'guo'qi'niu'pi'gong'zuo'xue 过期牛皮工作靴
'guo'qi'qing'tong'suo'jia'xue 过期青铜锁甲靴
'guo'qi'niu'pi'bian'xie 过期牛皮便鞋
'guo'qi'yu'mu'mu'tuo'xie 过期榆木木拖鞋
'guo'qi'niu'pi'shou'lie'xue 过期牛皮狩猎靴
'guo'qi'niu'pi'hu'tui 过期牛皮护腿
'guo'qi'fan'bu'gao'gen'xie 过期帆布高跟鞋
'guo'qi'niu'pi'fan'bu'ya'zui'xue 过期牛皮帆布鸭嘴靴
'guo'qi'ju'chan'chu'pi'pi'xue 过期巨蟾蜍皮皮靴
'guo'qi'niu'pi'zhan'xue 过期牛皮战靴
'guo'qi'cen'mu'mu'xie 过期梣木木鞋
'guo'qi'zhuang'jia'zhang'tong'xue 过期装甲长筒靴
'guo'qi'jiao'you'zhang'xue 过期焦油长靴
'guo'qi'chen'dian'gong'zuo'xue 过期衬垫工作靴
'guo'qi'hei'tie'suo'jia'xue 过期黑铁锁甲靴
'guo'qi'qing'tong'kai'xue 过期青铜铠靴
'guo'qi'ju'chan'chu'pi'shou'lie'xue 过期巨蟾蜍皮狩猎靴
'guo'qi'mian'rong'gao'gen'xie 过期棉绒高跟鞋
'guo'qi'niu'pi'mian'rong'ya'zui'xue 过期牛皮棉绒鸭嘴靴
'guo'qi'zhuang'jia'zhan'xue 过期装甲战靴
'guo'qi'ju'chan'chu'pi'gong'zuo'xue 过期巨蟾蜍皮工作靴
'guo'qi'qi'shi'suo'jia'xue 过期骑士锁甲靴
'guo'qi'hei'tie'kai'xue 过期黑铁铠靴
'guo'qi'ya'ma'gao'gen'xie 过期亚麻高跟鞋
'feng'hua'gong'ju'yao'dai 风化工具腰带
'feng'hua'jie'kou'yao'dai 风化结扣腰带
'feng'hua'sheng'cun'yao'dai 风化生存腰带
'feng'hua'ye'zhan'yao'dai 风化野战腰带
'guo'qi'cao'sheng'yao'dai 过期草绳腰带
'guo'qi'niu'pi'gong'ju'yao'dai 过期牛皮工具腰带
'guo'qi'niu'pi'sheng'cun'yao'dai 过期牛皮生存腰带
'guo'qi'yang'pi'mu'yang'yao'dai 过期羊皮牧羊腰带
'guo'qi'niu'pi'jie'kou'yao'dai 过期牛皮结扣腰带
'guo'qi'niu'pi'shou'lie'yao'dai 过期牛皮狩猎腰带
'guo'qi'du'du'niao'pi'ye'zhan'yao'dai 过期渡渡鸟皮野战腰带
'guo'qi'jiao'you'sheng'cun'yao'dai 过期焦油生存腰带
'guo'qi'du'du'niao'pi'mu'yang'yao'dai 过期渡渡鸟皮牧羊腰带
'guo'qi'jiao'you'pi'dai 过期焦油皮带
'guo'qi'fan'bu'wei'qun 过期帆布围裙
'guo'qi'jiao'you'jie'kou'yao'dai 过期焦油结扣腰带
'guo'qi'qing'tong'yao'jia 过期青铜腰甲
'guo'qi'jiao'you'shui'bing'yao'dai 过期焦油水兵腰带
'guo'qi'jiao'you'shou'lie'yao'dai 过期焦油狩猎腰带
'guo'qi'niu'pi'peng'ren'yao'dai 过期牛皮烹饪腰带
'guo'qi'lv'xing'yao'dai 过期旅行腰带
'guo'qi'mian'rong'yao'dai 过期棉绒腰带
'guo'qi'you'lie'yao'dai 过期游猎腰带
'guo'qi'qing'tong'hu'yao'dai 过期青铜护腰带
'guo'qi'hei'tie'yao'jia 过期黑铁腰甲
'guo'qi'jiao'you'lv'xing'yao'dai 过期焦油旅行腰带
'guo'qi'hei'tie'hu'yao'dai 过期黑铁护腰带
'guo'qi'jiao'you'zhang'yao'dai 过期焦油长腰带
'guo'qi'hong'tong'er'huan 过期红铜耳环
'guo'qi'shou'ya'er'zhui 过期兽牙耳坠
'guo'qi'huang'tong'er'huan 过期黄铜耳环
'guo'qi'bai'yin'er'huan 过期白银耳环
'guo'qi'ri'chang'shi'er'zhui 过期日长石耳坠
'guo'qi'tian'qing'shi'er'zhui 过期天青石耳坠
'guo'qi'xie'shi'er'zhui 过期榍石耳坠
'guo'qi'kong'que'shi'er'zhui 过期孔雀石耳坠
'guo'qi'ying'shi'er'zhui 过期萤石耳坠
'guo'qi'sai'huang'jing'er'zhui 过期赛黄晶耳坠
'guo'qi'bai'zhen'zhu'er'zhui 过期白珍珠耳坠
'guo'qi'hei'zhen'zhu'er'zhui 过期黑珍珠耳坠
'guo'qi'lv'jin'er'huan 过期绿金耳环
'guo'qi'shi'liu'shi'er'zhui 过期石榴石耳坠
'guo'qi'hai'lan'shi'er'zhui 过期海蓝石耳坠
'guo'qi'jin'lv'zhu'shi'er'zhui 过期金绿柱石耳坠
'guo'qi'gan'lan'shi'er'zhui 过期橄榄石耳坠
'guo'qi'zi'shui'jing'er'zhui 过期紫水晶耳坠
'guo'qi'tou'lv'zhu'shi'er'zhui 过期透绿柱石耳坠
'guo'qi'hong'tong'xiang'huan 过期红铜项环
'guo'qi'huang'tong'xiang'huan 过期黄铜项环
'guo'qi'bai'yin'xiang'huan 过期白银项环
'guo'qi'ri'chang'shi'xiang'huan 过期日长石项环
'guo'qi'tian'qing'shi'xiang'huan 过期天青石项环
'guo'qi'xie'shi'xiang'huan 过期榍石项环
'guo'qi'kong'que'shi'xiang'huan 过期孔雀石项环
'guo'qi'ying'shi'xiang'huan 过期萤石项环
'guo'qi'sai'huang'jing'xiang'huan 过期赛黄晶项环
'guo'qi'lv'jin'xiang'huan 过期绿金项环
'guo'qi'shi'liu'shi'xiang'huan 过期石榴石项环
'guo'qi'hai'lan'shi'xiang'huan 过期海蓝石项环
'guo'qi'jin'lv'zhu'shi'xiang'huan 过期金绿柱石项环
'guo'qi'gan'lan'shi'xiang'huan 过期橄榄石项环
'guo'qi'zi'shui'jing'xiang'huan 过期紫水晶项环
'guo'qi'tou'lv'zhu'shi'xiang'huan 过期透绿柱石项环
'guo'qi'mi'yin'xiang'huan 过期秘银项环
'guo'qi'hong'tong'shou'lian 过期红铜手链
'guo'qi'shou'gu'shou'zhuo 过期兽骨手镯
'guo'qi'huang'tong'shou'lian 过期黄铜手链
'guo'qi'bai'yin'shou'lian 过期白银手链
'guo'qi'ri'chang'shi'shou'zhuo 过期日长石手镯
'guo'qi'tian'qing'shi'shou'zhuo 过期天青石手镯
'guo'qi'xie'shi'shou'zhuo 过期榍石手镯
'guo'qi'kong'que'shi'shou'zhuo 过期孔雀石手镯
'guo'qi'ying'shi'shou'zhuo 过期萤石手镯
'guo'qi'sai'huang'jing'shou'zhuo 过期赛黄晶手镯
'guo'qi'bai'zhen'zhu'shou'huan 过期白珍珠手环
'guo'qi'xun'yin'shou'lian 过期熏银手链
'guo'qi'bai'shan'hu'shou'huan 过期白珊瑚手环
'guo'qi'hei'zhen'zhu'shou'huan 过期黑珍珠手环
'guo'qi'lv'jin'shou'lian 过期绿金手链
'guo'qi'lan'shan'hu'shou'huan 过期蓝珊瑚手环
'guo'qi'hong'shan'hu'shou'huan 过期红珊瑚手环
'guo'qi'mi'yin'shou'lian 过期秘银手链
'guo'qi'shou'gu'jie'zhi 过期兽骨戒指
'guo'qi'hong'tong'jie'zhi 过期红铜戒指
'guo'qi'huang'tong'jie'zhi 过期黄铜戒指
'guo'qi'bai'yin'jie'zhi 过期白银戒指
'guo'qi'ri'chang'shi'jie'zhi 过期日长石戒指
'guo'qi'tian'qing'shi'jie'zhi 过期天青石戒指
'guo'qi'xie'shi'jie'zhi 过期榍石戒指
'guo'qi'kong'que'shi'jie'zhi 过期孔雀石戒指
'guo'qi'ying'shi'jie'zhi 过期萤石戒指
'guo'qi'sai'huang'jing'jie'zhi 过期赛黄晶戒指
'guo'qi'bai'zhen'zhu'jie'zhi 过期白珍珠戒指
'guo'qi'hei'zhen'zhu'jie'zhi 过期黑珍珠戒指
'guo'qi'xun'yin'jie'zhi 过期熏银戒指
'guo'qi'shi'liu'shi'jie'zhi 过期石榴石戒指
'guo'qi'hai'lan'shi'jie'zhi 过期海蓝石戒指
'guo'qi'jin'lv'zhu'shi'jie'zhi 过期金绿柱石戒指
'guo'qi'gan'lan'shi'jie'zhi 过期橄榄石戒指
'guo'qi'zi'shui'jing'jie'zhi 过期紫水晶戒指
'guo'qi'tou'lv'zhu'shi'jie'zhi 过期透绿柱石戒指
'guo'qi'lv'jin'jie'zhi 过期绿金戒指
'feng'hua'duan'jian 风化短剑
'qing'tong'shou'ban'jian 青铜手半剑
'qing'tong'wei'jing'jian 青铜维京剑
'cen'mu'shi'ren'bang 梣木石刃棒
'qing'tong'qi'bing'jian 青铜骑兵剑
'dun'hua'shou'ban'jian 钝化手半剑
'huang'tong'shou'ban'jian 黄铜手半剑
'yi'tai'huang'tong'shou'ban'jian 以太黄铜手半剑
'huang'tong'wei'jing'jian 黄铜维京剑
'yi'tai'huang'tong'wei'jing'jian 以太黄铜维京剑
'can'lu'jian 残戮剑
'yi'tai'can'lu'jian 以太残戮剑
'dun'hua'ge'bu'lin'wan'dao 钝化哥布林弯刀
'hei'tie'duan'jian 黑铁短剑
'yi'tai'hei'tie'duan'jian 以太黑铁短剑
'dun'hua'wei'jing'jian 钝化维京剑
'yi'shi'wan'dao 医师弯刀
'ya'bing'li'jian 牙兵利剑
'xuan'bing'li'jian 漩兵利剑
'yao'bing'li'jian 耀兵利剑
'dun'hua'ge'bu'lin'chang'jian 钝化哥布林长剑
'hei'tie'qi'bing'jian 黑铁骑兵剑
'yi'tai'hei'tie'qi'bing'jian 以太黑铁骑兵剑
'shuang'yao 霜咬
'bai'gang'kuan'ren'jian 白钢宽刃剑
'yi'tai'bai'gang'kuan'ren'jian 以太白钢宽刃剑
'yu'mu'shi'ren'bang 榆木石刃棒
'yi'tai'yu'mu'shi'ren'bang 以太榆木石刃棒
'ya'bing'qi'bing'jian 牙兵骑兵剑
'xuan'bing'qi'bing'jian 漩兵骑兵剑
'yao'bing'qi'bing'jian 耀兵骑兵剑
'pan'guan'xi'jian 判官细剑
'bai'gang'wan'ren'dao 白钢弯刃刀
'yi'tai'bai'gang'wan'ren'dao 以太白钢弯刃刀
'gu'dian'shou'ban'jian 古典手半剑
'dun'hua'shen'feng'wan'dao 钝化神风弯刀
'hu'tao'shi'ren'bang 胡桃石刃棒
'yi'tai'hu'tao'shi'ren'bang 以太胡桃石刃棒
'bai'gang'chang'jian 白钢长剑
'yi'tai'bai'gang'chang'jian 以太白钢长剑
'huo'she 火舌
'ge'bu'lin'wan'dao 哥布林弯刀
'mi'yin'kuan'ren'jian 秘银宽刃剑
'yi'tai'mi'yin'kuan'ren'jian 以太秘银宽刃剑
'mi'lin'shi'ren'bang 密林石刃棒
'bi'hai'duan'jian 碧海短剑
'huang'sha'wan'ren'dao 黄沙弯刃刀
'gu'dian'wei'jing'jian 古典维京剑
'ge'bu'lin'chang'jian 哥布林长剑
'bai'yu'xiang'mu'shi'ren'bang 白羽橡木石刃棒
'yi'tai'bai'yu'xiang'mu'shi'ren'bang 以太白羽橡木石刃棒
'gu'dai'jian 古代剑
'mi'lin'bu'bing'jian 密林步兵剑
'bi'hai'kuan'ren'jian 碧海宽刃剑
'huang'sha'wan'dao 黄沙弯刀
'huang'sha'yi'jian 黄沙翼剑
'gu'tie'dou'jian 钴铁斗剑
'yi'tai'gu'tie'dou'jian 以太钴铁斗剑
'gu'tie'sai'shi'er'zhang'dao 钴铁赛施尔长刀
'yi'tai'gu'tie'sai'shi'er'zhang'dao 以太钴铁赛施尔长刀
'sheng'tang'wan'ren'dao 圣堂弯刃刀
'tuo'er'mu'en'de'jiao'ao 托尔穆恩的骄傲
'gu'tie'yi'jian 钴铁翼剑
'yi'tai'gu'tie'yi'jian 以太钴铁翼剑
'wu'feng'jian'ke'ta'na'ban'cheng'pin 无锋剑柯塔纳半成品
'ju'dan'chang'jian 巨胆长剑
'ya'wei'chang'jian 牙尉长剑
'xuan'wei'qu'dao 漩尉曲刀
'yao'wei'dou'jian 耀尉斗剑
'shen'feng'wan'dao 神风弯刀
'huo'shen'dao 火神刀
'mo'gu'mo'gu'jian 莫古莫古剑
'po'jia'feng 破甲锋
'feng'shen'ning 风神凝
'wu'feng'jian'ke'ta'na 无锋剑柯塔纳
'bei'xi'mo'si'bi'shou 贝希摩斯匕首
'zhan'tie'jian 斩铁剑
'ya'la'ge'jian 亚拉戈剑
'shi'hua'jian 石化剑
'feng'hua'gu'quan 风化骨拳
'shou'gu'gu'quan 兽骨骨拳
'rou'ge'hu'quan 鞣革护拳
'mu'yang'jiao'zhao 牡羊角爪
'qing'tong'zhi'hu 青铜指虎
'ying'ge'hu'quan 硬革护拳
'huang'tong'zhi'hu 黄铜指虎
'yi'tai'huang'tong'zhi'hu 以太黄铜指虎
'ying'ge'gang'quan 硬革钢拳
'yi'tai'ying'ge'gang'quan 以太硬革钢拳
'ya'bing'gu'quan 牙兵骨拳
'xuan'bing'gu'quan 漩兵骨拳
'yao'bing'gu'quan 耀兵骨拳
'yi'shi'gu'quan 医师骨拳
'tie'jia'zhi'hu 铁甲指虎
'yi'tai'tie'jia'zhi'hu 以太铁甲指虎
'pao'xiao'zhi'zhao 咆哮之爪
'chan'chu'gang'quan 蟾蜍钢拳
'yi'tai'chan'chu'gang'quan 以太蟾蜍钢拳
'bai'gang'zhao 白钢爪
'yi'tai'bai'gang'zhao 以太白钢爪
'jiu'hua'gu'quan 旧化骨拳
'ya'bing'gang'quan 牙兵钢拳
'xuan'bing'gang'quan 漩兵钢拳
'yao'bing'gang'quan 耀兵钢拳
'bu'po'zhi'hu 不破指虎
'xie'jia'gu'quan 蟹甲骨拳
'yi'tai'xie'jia'gu'quan 以太蟹甲骨拳
'ye'zhu'hu'quan 野猪护拳
'yi'tai'ye'zhu'hu'quan 以太野猪护拳
'liu'du'lie'yang 六度烈阳
'mi'yin'zhao 秘银爪
'yi'tai'mi'yin'zhao 以太秘银爪
'mi'lin'zhi'hu 密林指虎
'bi'hai'hu'zhao 碧海虎爪
'huang'sha'gu'quan 黄沙骨拳
'gui'jia'gu'quan 龟甲骨拳
'yi'tai'gui'jia'gu'quan 以太龟甲骨拳
'quan'feng 拳锋
'mi'lin'hu'zhao 密林虎爪
'mi'lin'gu'quan 密林骨拳
'bi'hai'zhi'hu 碧海指虎
'huang'sha'hu'quan 黄沙护拳
'gu'tie'zhi'hu 钴铁指虎
'yi'tai'gu'tie'zhi'hu 以太钴铁指虎
'ya'shi'quan'jian 牙士拳剑
'xuan'shi'gou'quan 漩士钩拳
'yao'shi'quan'jian 耀士拳剑
'du'xi'yi'ge'gang'quan 毒蜥蜴革钢拳
'yi'tai'du'xi'yi'ge'gang'quan 以太毒蜥蜴革钢拳
'qing'cui'hu'quan 青翠护拳
'xi'meng'de'ai'zhao 西蒙的爱爪
'gu'dian'gu'quan 古典骨拳
'gu'tie'zhao 钴铁爪
'yi'tai'gu'tie'zhao 以太钴铁爪
'shi'fa'lai'ban'cheng'pin 释法来半成品
'ju'dan'li'zhua 巨胆利爪
'ya'wei'li'zhua 牙尉利爪
'xuan'wei'gou'quan 漩尉钩拳
'yao'wei'quan'feng 耀尉拳锋
'ye'xing'gang'quan 野性钢拳
'huo'shen'zhao 火神爪
'mo'gu'mo'gu'quan 莫古莫古拳
'fu'chou'lie'quan 复仇烈拳
'feng'shen'zhua 风神抓
'tu'shen'zhong'quan 土神重拳
'shi'fa'lai 释法来
'ya'la'ge'hu'zhao 亚拉戈虎爪
'di'yu'zhao 地狱爪
'feng'hua'zhan'fu 风化战斧
'qing'tong'zhan'fu 青铜战斧
'qing'tong'shuang'ren'fu 青铜双刃斧
'yin'yun'zhan'fu 阴云战斧
'qing'tong'ci'bing'shuang'ren'fu 青铜刺柄双刃斧
'hei'tie'zhan'fu 黑铁战斧
'yi'tai'hei'tie'zhan'fu 以太黑铁战斧
'hei'tie'shuang'ren'fu 黑铁双刃斧
'yi'tai'hei'tie'shuang'ren'fu 以太黑铁双刃斧
'ye'huo'zhan'fu 业火战斧
'yi'tai'ye'huo'zhan'fu 以太业火战斧
'ya'bing'zhan'fu 牙兵战斧
'xuan'bing'zhan'fu 漩兵战斧
'yao'bing'zhan'fu 耀兵战斧
'yi'shi'gou'fu 医师钩斧
'hei'tie'gou'fu 黑铁钩斧
'yi'tai'hei'tie'gou'fu 以太黑铁钩斧
'lei'bao'zhan'fu 雷暴战斧
'yi'tai'lei'bao'zhan'fu 以太雷暴战斧
'yu'wang'ya 榆王牙
'bai'gang'ci'bing'shuang'ren'fu 白钢刺柄双刃斧
'yi'tai'bai'gang'ci'bing'shuang'ren'fu 以太白钢刺柄双刃斧
'jiu'hua'gou'fu 旧化钩斧
'ya'bing'shuang'ren'fu 牙兵双刃斧
'xuan'bing'shuang'ren'fu 漩兵双刃斧
'yao'bing'shuang'ren'fu 耀兵双刃斧
'jiao'hei'zhan'fu 焦黑战斧
'bai'gang'ju'fu 白钢巨斧
'yi'tai'bai'gang'ju'fu 以太白钢巨斧
'bai'gang'zhang'ren'fu 白钢长刃斧
'yi'tai'bai'gang'zhang'ren'fu 以太白钢长刃斧
'ye'zhu'zhi'huo 野猪之祸
'mi'yin'ci'bing'shuang'ren'fu 秘银刺柄双刃斧
'yi'tai'mi'yin'ci'bing'shuang'ren'fu 以太秘银刺柄双刃斧
'mi'lin'gou'fu 密林钩斧
'bi'hai'zhan'fu 碧海战斧
'huang'sha'zhang'ren'fu 黄沙长刃斧
'mi'yin'zhang'ren'fu 秘银长刃斧
'yi'tai'mi'yin'zhang'ren'fu 以太秘银长刃斧
'tie'wu 铁舞
'mi'lin'shuang'ren'fu 密林双刃斧
'bi'hai'zhang'ren'fu 碧海长刃斧
'bi'hai'gou'fu 碧海钩斧
'huang'sha'ju'fu 黄沙巨斧
'ya'shi'zhan'fu 牙士战斧
'xuan'shi'zhan'fu 漩士战斧
'yao'shi'zhan'fu 耀士战斧
'hai'dao'ju'fu 海盗巨斧
'yi'tai'hai'dao'ju'fu 以太海盗巨斧
'yin'hang'gou'fu 引航钩斧
'xi'bo'er'de'de'suo'ji 西博尔德的所及
'gu'dian'gou'fu 古典钩斧
'ban'yue'zhang'ren'fu 半月长刃斧
'yi'tai'ban'yue'zhang'ren'fu 以太半月长刃斧
'gu'tie'ci'bing'shuang'ren'fu 钴铁刺柄双刃斧
'yi'tai'gu'tie'ci'bing'shuang'ren'fu 以太钴铁刺柄双刃斧
'yong'han'fu'ban'cheng'pin 勇悍斧半成品
'ju'dan'zhan'fu 巨胆战斧
'ya'wei'ju'fu 牙尉巨斧
'xuan'wei'shuang'ren'fu 漩尉双刃斧
'yao'wei'zhan'fu 耀尉战斧
'ye'man'ju'fu 野蛮巨斧
'huo'shen'fu 火神斧
'mo'gu'mo'gu'fu 莫古莫古斧
'bao'nu'zhen'fu 暴怒震斧
'feng'shen'hao 风神嚎
'tu'shen'da'fu 土神大斧
'yong'han'fu 勇悍斧
'ya'la'ge'zhan'fu 亚拉戈战斧
'shuang'ding 双钉
'feng'hua'chang'qiang 风化长枪
'shou'gu'yu'qiang 兽骨渔枪
'qing'tong'chang'qiang 青铜长枪
'mu'yang'jiao'yu'qiang 牡羊角渔枪
'quan'ya'yu'qiang 犬牙渔枪
'huang'tong'chang'qiang 黄铜长枪
'hei'tie'chang'qiang 黑铁长枪
'yi'tai'hei'tie'chang'qiang 以太黑铁长枪
'hei'tie'qi'qiang 黑铁骑枪
'yi'tai'hei'tie'qi'qiang 以太黑铁骑枪
'ya'bing'yu'qiang 牙兵渔枪
'xuan'bing'yu'qiang 漩兵渔枪
'yao'bing'yu'qiang 耀兵渔枪
'yi'shi'zhan'cha 医师战叉
'hei'tie'zhan'ge 黑铁战戈
'yi'tai'hei'tie'zhan'ge 以太黑铁战戈
'chi'chao 赤潮
'bai'yin'zhan'cha 白银战叉
'yi'tai'bai'yin'zhan'cha 以太白银战叉
'hei'tie'zhan'ji 黑铁战戟
'yi'tai'bai'gang'zhan'ji 以太白钢战戟
'jiu'hua'zhan'ge 旧化战戈
'ya'bing'chang'qiang 牙兵长枪
'xuan'bing'chang'qiang 漩兵长枪
'yao'bing'chang'qiang 耀兵长枪
'po'lang 破浪
'bai'gang'chang'qiang 白钢长枪
'yi'tai'bai'gang'chang'qiang 以太白钢长枪
